x,y,z,ss_x,ss_y,ss_z,score,class
0.0,0.0,0.0,0.023613891350097792,0.002500568441141444,0.02499943155885415,0.051113891350093386,0.1
0.0,0.0,0.003333333333333333,0.023619867090674828,0.0025005684411070744,0.024999431558888507,0.05111986709067041,0.1
0.0,0.0,0.006666666666666666,0.02361640193558917,0.002500568441126749,0.02499943155886885,0.05111640193558477,0.1
0.0,0.0,0.009999999999999998,0.023614153104072784,0.0025005684411398155,0.024999431558855766,0.05111415310406836,0.1
0.0,0.0,0.013333333333333332,0.023621751607915385,0.002500568441096139,0.024999431558899443,0.051121751607910965,0.1
0.0,0.0,0.016666666666666666,0.023633535162481994,0.0025005684410323056,0.02499943155896331,0.05113353516247761,0.1
0.0,0.0,0.019999999999999997,0.023626554892977124,0.0025005684410718183,0.0249994315589238,0.05112655489297274,0.1
0.0,0.0,0.023333333333333334,0.02362649069236293,0.0025005684410719137,0.0249994315589237,0.05112649069235854,0.1
0.0,0.0,0.026666666666666665,0.02363208230684201,0.002500568441040562,0.024999431558963076,0.05113208230684565,0.1
0.0,0.0,0.03,0.023626357286262393,0.0025005684410729203,0.024999431558930713,0.05112635728626602,0.1
0.0,0.003333333333333333,0.0,0.023626926443136607,0.002500568441070186,0.024999431558926196,0.05112692644313299,0.1
0.0,0.003333333333333333,0.003333333333333333,0.02362826055060849,0.002500568441063012,0.02499943155893336,0.05112826055060486,0.1
0.0,0.003333333333333333,0.006666666666666666,0.023621544883507505,0.0025005684410981323,0.024999431558898236,0.05112154488350387,0.1
0.0,0.003333333333333333,0.009999999999999998,0.023618913587569023,0.0025005684411133606,0.024999431558883005,0.05111891358756539,0.1
0.0,0.003333333333333333,0.013333333333333332,0.023622233275266746,0.0025005684410939946,0.02499943155890238,0.05112223327526312,0.1
0.0,0.003333333333333333,0.016666666666666666,0.023616006694956167,0.0025005684411300855,0.024999431558866282,0.05111600669495253,0.1
0.0,0.003333333333333333,0.019999999999999997,0.02362216762456767,0.002500568441094466,0.02499943155890191,0.05112216762456405,0.1
0.0,0.003333333333333333,0.023333333333333334,0.02361287385830282,0.00250056844114806,0.024999431558848317,0.0511128738582992,0.1
0.0,0.003333333333333333,0.026666666666666665,0.023621795724679248,0.002500568441096665,0.02499943155890774,0.05112179572468365,0.1
0.0,0.003333333333333333,0.03,0.02361604036807918,0.0025005684411296175,0.024999431558874782,0.05111604036808358,0.1
0.0,0.006666666666666666,0.0,0.023634767341144607,0.0025005684410260628,0.024999431558970317,0.05113476734114099,0.1
0.0,0.006666666666666666,0.003333333333333333,0.02363164220322074,0.002500568441043527,0.024999431558952855,0.05113164220321712,0.1
0.0,0.006666666666666666,0.006666666666666666,0.023630286033266334,0.0025005684410511564,0.024999431558945226,0.051130286033262716,0.1
0.0,0.006666666666666666,0.009999999999999998,0.023621235900356363,0.0025005684410996337,0.024999431558896744,0.05112123590035274,0.1
0.0,0.006666666666666666,0.013333333333333332,0.02362102490005734,0.002500568441101155,0.02499943155889521,0.0511210249000537,0.1
0.0,0.006666666666666666,0.016666666666666666,0.023618256473001895,0.002500568441116771,0.024999431558879612,0.05111825647299828,0.1
0.0,0.006666666666666666,0.019999999999999997,0.023621234647875324,0.002500568441099939,0.024999431558896442,0.0511212346478717,0.1
0.0,0.006666666666666666,0.023333333333333334,0.02361832475672076,0.0025005684411163703,0.024999431558880007,0.05111832475671714,0.1
0.0,0.006666666666666666,0.026666666666666665,0.023621193434276322,0.0025005684411001693,0.02499943155890424,0.05112119343428073,0.1
0.0,0.006666666666666666,0.03,0.02361832252843613,0.002500568441116389,0.024999431558888015,0.051118322528440535,0.1
0.0,0.009999999999999998,0.0,0.023628710517501417,0.002500568441060443,0.024999431558935938,0.0511287105174978,0.1
0.0,0.009999999999999998,0.003333333333333333,0.023626586788334916,0.002500568441072126,0.024999431558924253,0.05112658678833129,0.1
0.0,0.009999999999999998,0.006666666666666666,0.0236265549250976,0.0025005684410726254,0.02499943155892376,0.051126554925093985,0.1
0.0,0.009999999999999998,0.009999999999999998,0.02361326937501427,0.0025005684411457552,0.024999431558850614,0.051113269375010636,0.1
0.0,0.009999999999999998,0.013333333333333332,0.02362072197165319,0.0025005684411025645,0.024999431558893802,0.05112072197164956,0.1
0.0,0.009999999999999998,0.016666666666666666,0.023621703026539067,0.0025005684410972138,0.02499943155889916,0.05112170302653544,0.1
0.0,0.009999999999999998,0.019999999999999997,0.02361398571898379,0.0025005684411416843,0.02499943155885469,0.05111398571898017,0.1
0.0,0.009999999999999998,0.023333333333333334,0.02362226807489469,0.0025005684410938657,0.024999431558902517,0.05112226807489107,0.1
0.0,0.009999999999999998,0.026666666666666665,0.023616357088183496,0.0025005684411280693,0.024999431558876368,0.05111635708818793,0.1
0.0,0.009999999999999998,0.03,0.02362229418051602,0.00250056844109366,0.02499943155891074,0.05112229418052042,0.1
0.0,0.013333333333333332,0.0,0.02363051074178287,0.0025005684410502682,0.024999431558946118,0.05113051074177925,0.1
0.0,0.013333333333333332,0.003333333333333333,0.023625814566511156,0.0025005684410766196,0.02499943155891976,0.051125814566507534,0.1
0.0,0.013333333333333332,0.006666666666666666,0.023632832372352242,0.002500568441037064,0.024999431558959315,0.05113283237234862,0.1
0.0,0.013333333333333332,0.009999999999999998,0.02361653175212137,0.002500568441126768,0.024999431558869606,0.05111653175211774,0.1
0.0,0.013333333333333332,0.013333333333333332,0.02361544304326475,0.00250056844113332,0.02499943155886306,0.05111544304326113,0.1
0.0,0.013333333333333332,0.016666666666666666,0.023618942431150793,0.0025005684411128024,0.024999431558883563,0.05111894243114716,0.1
0.0,0.013333333333333332,0.019999999999999997,0.02362221868471372,0.0025005684410941693,0.0249994315589022,0.05112221868471009,0.1
0.0,0.013333333333333332,0.023333333333333334,0.02361778266696049,0.002500568441119882,0.024999431558876493,0.051117782666956865,0.1
0.0,0.013333333333333332,0.026666666666666665,0.023621713892980605,0.0025005684410969032,0.0249994315589075,0.051121713892985005,0.1
0.0,0.013333333333333332,0.03,0.023620063120898403,0.0025005684411067187,0.024999431558897688,0.05112006312090281,0.1
0.0,0.016666666666666666,0.0,0.023626894770083746,0.002500568441070701,0.024999431558925686,0.05112689477008013,0.1
0.0,0.016666666666666666,0.003333333333333333,0.02362888557859614,0.0025005684410594523,0.02499943155893693,0.05112888557859252,0.1
0.0,0.016666666666666666,0.006666666666666666,0.023634994460484372,0.002500568441024771,0.024999431558971608,0.051134994460480754,0.1
0.0,0.016666666666666666,0.009999999999999998,0.02362226037571348,0.0025005684410939182,0.024999431558902455,0.051122260375709855,0.1
0.0,0.016666666666666666,0.013333333333333332,0.023618347798424907,0.002500568441116621,0.024999431558879747,0.051118347798421275,0.1
0.0,0.016666666666666666,0.016666666666666666,0.023618662705971738,0.0025005684411148078,0.024999431558881558,0.0511186627059681,0.1
0.0,0.016666666666666666,0.019999999999999997,0.02361301682411154,0.0025005684411472497,0.02499943155884912,0.051113016824107904,0.1
0.0,0.016666666666666666,0.023333333333333334,0.02362205951335162,0.002500568441094959,0.024999431558901414,0.051122059513347994,0.1
0.0,0.016666666666666666,0.026666666666666665,0.02362048832177677,0.0025005684411042663,0.024999431558900134,0.05112048832178117,0.1
0.0,0.016666666666666666,0.03,0.023617251411031867,0.0025005684411225854,0.02499943155888182,0.05111725141103627,0.1
0.0,0.019999999999999997,0.0,0.023626062145794862,0.0025005684410751706,0.024999431558921214,0.05112606214579125,0.1
0.0,0.019999999999999997,0.003333333333333333,0.023625964873636062,0.002500568441075884,0.024999431558920496,0.05112596487363244,0.1
0.0,0.019999999999999997,0.006666666666666666,0.023629475246359725,0.0025005684410561346,0.024999431558940247,0.05112947524635611,0.1
0.0,0.019999999999999997,0.009999999999999998,0.023618541042486164,0.002500568441115116,0.024999431558881256,0.051118541042482535,0.1
0.0,0.019999999999999997,0.013333333333333332,0.023616965609075266,0.0025005684411245808,0.02499943155887179,0.05111696560907164,0.1
0.0,0.019999999999999997,0.016666666666666666,0.023621697624009567,0.0025005684410972407,0.024999431558899127,0.05112169762400594,0.1
